SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
691,Holy Trinity Anglican Cathedral,Cathédrale anglicane Holy Trinity,31 des Jardins Street,On monument north west corner of lot,Québec,Quebec,"Important early Palladian church, built 1800-04",Importante église ancienne de style Palladien construite entre 1800 et 1804,46.812916,-71.207365
144,Holy Trinity Anglican Church,Église anglicane Holy Trinity,269 Donald Street (at Graham Avenue),<Null>,Winnipeg,Manitoba,"Fine example of High Victorian Gothic Revival style, 1883-84",Beau spécimen du style néo-gothique de l'apogée victorien (1883-1884),49.892312,-97.142621
770,Holy Trinity Church,Église Holy Trinity,<Null>,Lac La Ronge Provincial Park,Stanley Mission,Saskatchewan,"Early Anglican Gothic Revival mission church in the West, 1852-56",Vieille église du style néo-gothique de mission anglicane édifiée dans l'Ouest (1852-56),55.417663,-104.550235
416,Homer Watson House,Maison Homer-Watson,1754 Old Mill Road,<Null>,Kitchener,Ontario,Murals and home of landscape painter H. Watson,Peintures murales et maison du paysagiste H. Watson,43.394733,-80.4188
426,Homewood,Homewood,north side of Highway 2,<Null>,Maitland,Ontario,Fine 1800 fieldstone Palladian residence,"Belle résidence de style palladien en pierres des champs, construite en 1800",44.65583,-75.58812
228,Hopedale Mission,Mission de Hopedale,<Null>,Beside the Mission church,Hopedale,Newfoundland and Labrador,Symbol of interaction between Labrador Inuit and Moravian Missionaires; representative of Moravian Mission architecture in Labrador,Symbole de l'interaction entre les Inuits du Labrador et les missionnaires moraves; exemple de l'architecture de la mission morave au Labrador,55.458707,-60.212332
1887,Hôpital-Général de Québec Cemetery,Cimetière de l'Hôpital-Général-de-Québec,Saint Anselme Street,<Null>,Québec,Quebec,"Final resting place of over 1,000 French, British, Canadians and Aboriginal soldiers and officers","Lieu de sépulture de plus de 1 000 soldats et officiers français, britanniques, canadiens et autochtones",46.814427,-71.231653
692,Hôtel-Dieu de Québec,Hôtel-Dieu de Québec,11 Côte du Palais (rue Charlevoix),On wall near front entrance,Québec,Quebec,First permanent hospital established in North America north of Mexico,Premier hôpital permanent créé en Amérique du Nord au nord du Mexique,46.815083,-71.211008
27,Howse Pass,Col-Howse,<Null>,<Null>,Banff National Park of Canada,Alberta,First crossed by David Thompson in 1807,Franchi pour la première fois en 1807 par David Thompson,51.799883,-116.756628
753,Humboldt Post Office,Bureau de poste de Humboldt,715 - 6th Avenue (corner of Main St.),<Null>,Humboldt,Saskatchewan,"Romanesque Revival Post Office reflects growth of West, 1911","Bureau de poste de style néo-roman construit en 1911, témoigne de la croissance de l'Ouest (1911)",52.199131,-105.122527
381,Huron County Gaol,Prison du comté de Huron,181 Victoria Street North,Outside of building,Goderich,Ontario,"Distinctive octagonal jail design, 1839-41",Prison de forme octogonale d'une architecture tout à fait particulière (1839-1841),43.74979,-81.708101
799,Hydrostone District,District Hydrostone,"Kaye, Isleville, Duffus and Novalea Streets",<Null>,Halifax,Nova Scotia,"Public housing in Garden Suburb style, 1920s",Logements sociaux des années 1920 dans le style des banlieues-jardins à l'anglaise,44.662023,-63.599125
334,Igloolik Island Archaeological Sites,Sites archéologiques de l'île Igloolik,<Null>,<Null>,Igloolik Island,Nunavut,"One of the most complete archaeological sequences in the Arctic, 2000 BC - 1000 AD",Une des séquences archéologiques les plus complètes de l'Arctique de l'an 2000 avant J.-C. à l'an 1000 après J.-C.,69.371284,-81.748399
1970,Île aux Basques,Île aux Basques,<Null>,<Null>,Île aux Basques,Quebec,Represents the westernmost and most important concentration of French Basque occupation in the Gulf of St. Lawrence between 1584 and 1637,Recèle la plus importante concentration de sites d'occupation basques français dans le golfe du Saint-Laurent pour la période 1584 à 1637,48.142163,-69.249734
718,Île d'Orléans Seigneury,Seigneurie de l'île d'Orléans,1451 Royal Avenue,Mauvide-Genest Manor NHSC,Saint-Jean-d'Orléans,Quebec,Surviving resources associated with the seigneurial system,Ressources et vestiges associés au régime seigneurial,46.914143,-70.902638
675,Île Perrot Windmill and Miller's House,Moulin à vent et la maison du meunier de l'Île Perrot,2500 Don-Quichotte Boulevard,Pointe-au-moulin,Notre-Dame-de-l'Île-Perrot,Quebec,Rare 18th-century industrial / residential grouping,Ensemble maison et bâtiment industriel datant du XVIIIe siècle; cas rare,45.366026,-73.85243
754,Île-à-la-Crosse,Île à la Crosse,corner of La Jeunesse Ave. and Peter Cres.,Mounted on monument near corner of La Jeunesse Ave. and Peter Cres.,Île-à-la-Crosse,Saskatchewan,"Fur trade site, Hudson's Bay Company","Carrefour de la traite des fourrures, Compagnie de la Baie d'Hudson",55.437167,-107.898644
628,Île-Verte Lighthouse,Phare de l'île-Verte,St-Laurence River,Saint Lawrence River,Île-Verte,Quebec,"Tower built in 1809 , first light on St. Lawrence","Tour élevée en 1809, premier phare construit sur le fleuve Saint-Laurent",48.0511,-69.4242
200,Imperial / Bi-Capitol Theatre,Théâtre Impérial / Bi-Capitol,24 King Square South,<Null>,Saint John,New Brunswick,"Grand playhouse / vaudeville theatre, 1912-23",Grand théâtre qui servait à la fois de salle de spectacles et de théâtre des variétés (1912-1923),45.272987,-66.057677
239,Indian Point,Indian Point,<Null>,<Null>,Red Indian Lake,Newfoundland and Labrador,Well documented Beothuk site,Site béothuk bien étudié,48.796111,-56.575556
870,Inglis Grain Elevators,Élévateurs à Grains d'Inglis,<Null>,<Null>,Inglis,Manitoba,"Rare row of standard plan country grain elevators typical of ""Golden Age"" from 1920s to 1940s","Rare rangée d'élévateurs à grains standard, typiques de «l'âge d'or» de 1920 à 1940",50.944086,-101.249236
327,Inuksuk,Inuksuk,<Null>,<Null>,Enukso Point,Nunavut,Inuit complex of 100 stone landmarks,Lieu inuit réunissant une centaine de tas de pierres (inuksuit),64.573391,-78.187272
370,Inverarden House,Maison Inverarden,Just east of 3330 Montreal Rd.,Mounted on rock on north side of Montreal Rd. (Hwy. 2) just east of entrance to Inverarden House NHS,Cornwall,Ontario,"Important 1816 Regency cottage; built for retired fur trader John McDonald of Garth, an aggressive and successful North West Company wintering partner","Important cottage de style Régency construit en 1816; fut érigée pour John McDonald of Garth, ex-bourgeois prospère et dynamique de la Companie du Nord-Ouest",45.031266,-74.671016
858,Jardins de Métis,Jardins de Métis,200 Highway 132,monument at the very back of Jardins de Métis,Grand-Métis,Quebec,Example of an English inspired garden,Exemple des jardins d'inspiration anglaise,48.630748,-68.129852
31,Jasper House,Jasper House,"Highway 16, Roadside pullout 31 km east of Jasper",on a large boulder,Jasper National Park of Canada,Alberta,"Archaeological remains of 1829 fur trade post, Hudson's Bay Company",Vestiges archéologiques d'un poste de commerce des fourrures établi en 1829; la Compagnie de la Baie d'Hudson,53.145883,-117.977228
30,Jasper Park Information Centre,Centre d'Accueil du Parc-Jasper,810 Connaught Drive,<Null>,Jasper National Park of Canada,Alberta,"Picturesque fieldstone park building of Rustic design, 1913-14",Pittoresque édifice en pierres des champs appartenant au genre rustique (1913-1914),52.877293,-118.080772
579,"Jean-Pierre Roma at Three Rivers, P. E. I.","Jean-Pierre Roma à Trois-Rivières, (I. P. É.)",<Null>,<Null>,Brudenell Point,Prince Edward Island,"Acadian fishing and trade post, 1732-45",Emplacement d'un centre de pêche et d'un poste de traite acadiens (1732-1745),46.181643,-62.558462
614,Joffre Roundhouse (Canadian National),Rotonde Joffre (Canadien National),2250 de la Rotonde Avenue,<Null>,Charny,Quebec,"Only extant full-circle type in Canada, built 1880",Construite en 1880; seule rotonde entièrement ciculaire à exister encore au Canada,46.707134,-71.272219
470,John R. Booth Residence,Résidence de John R. Booth,252 Metcalfe Street,<Null>,Ottawa,Ontario,"Outstanding Queen Anne Revival style residence, 1909",Remarquable maison de style néo-Queen Anne construite en 1909,45.416432,-75.692227
552,John Street Roundhouse (Canadian Pacific),Rotonde de la rue John (Canadien Pacifique),255 Bremner Boulevard,<Null>,Toronto,Ontario,Large 1929 roundhouse for trains using Union Station,Vaste rotonde construite en 1929; pour les trains desservant la gare Union,43.641065,-79.385918
388,John Weir Foote Armoury,Manège militaire de John Weir Foote,200 James Street North,<Null>,Hamilton,Ontario,"Major urban drill hall, built 1887-88 and 1908","Grand manège militaire urbain, construit en 1887-1888;  ajout datant de 1908",43.261618,-79.866135
629,Joliette Court House,Palais de justice de Joliette,450 St. Louis Street,<Null>,Joliette,Quebec,Mid 19th-century standard-plan court house,"Palais de justice construit selon un plan type, milieu du XIXe siècle",46.026293,-73.442297
2030,Joly de Lotbinière Estate,Domaine Joly de Lotbinière,<Null>,<Null>,Sainte-Croix,Quebec,Remarkable example of a summer retreat inspired by the Picturesque movement; cultural landscape,Un remarquable exemple de lieu de villégiature d'inspiration pittoresque; paysage culturel,46.666783,-71.849083
293,Jonathan McCully House,Maison Jonathan McCully,2507 Brunswick Street,<Null>,Halifax,Nova Scotia,"Italianate urban residence of politician and Father of Confederation, Jonathan McCully","Maison de ville à l'italienne, résidence de l'homme politique et père de la Confédération Jonathan McCully",44.657364,-63.587806
1888,Joseph Schneider Haus,Maison Joseph-Schneider,466 Queen Street South,0n grounds beside creek,Kitchener,Ontario,"Associated with migration of Pennsylvania-German Mennonites from Lancaster County, Pennsylvania, 1816","Associée à l'immigration de Mennonites allemands provenant du comté de Lancaster, en Pennsylvanie (1816)",43.445083,-80.494978
59,Kaslo Municipal Hall,Hôtel de ville de Kaslo,36 4th Street,<Null>,Kaslo,British Columbia,"Oldest municipal hall on British Columbia mainland, 1898",Le plus ancien hôtel de ville de la partie continentale de la Colombie-Britannique (1898),49.910724,-116.904735
379,Kay-Nah-Chi-Wah-Nung,Kay-Nah-Chi-Wah-Nung,Shaw Road,outside Kay-Nah-Chi-Wah-Nung Historical Centre,Stratton,Ontario,"Religious and ceremonial site for 2,000 years; Rainy River Mounds",Lieu cultuel et cérémoniel en usage pendant 2000 ans; monticules de Rainy River,48.646933,-94.094017
842,Kejimkujik,Kejimkujik,<Null>,on a large stone-like panel,Kejimkujik National Park of Canada,Nova Scotia,Important Mi'kmaq cultural landscape,Important paysage culturel mi'kmaq,44.438558,-65.206551
335,Kekerten Island Whaling Station,Poste de pêche à la baleine de l'île Kekerten,<Null>,<Null>,Kekerten Island,Nunavut,One of the most important and long lasting Aboriginal and European whaling stations and vessel-wintering sites in Cumberland Sound,Compte parmi les postes autochtones et européennes de pêche à la baleine et les hivernages les plus importants qu'ait abrités la baie Cumberland,65.677693,-65.754201
2131,Kensington Market,Marché Kensington,"Dundas West, Bellevue, Spadina, College Streets",north side of Bellevue Square near Augusta Avenue,Toronto,Ontario,Microcosm of Canada's ethnic mosaic,Microcosme de la mosaïque ethnique du Canada,43.654241,-79.401133
591,Kensington Railway Station (Prince Edward Island),Gare du Prince Edward Island Railway à Kensington,13 Commercial Street,<Null>,Kensington,Prince Edward Island,Picturesque cobblestone 1904 railway station,Gare en pierres des champs construite en 1904; architecture Pittoresque,46.437894,-63.638829
762,Keyhole Castle,Keyhole Castle,1925 1st Avenue East,"At corner of 1st ave E and 20 St E, near Keyhole Castle NHS",Prince Albert,Saskatchewan,Expression of Queen Anne Revival style,Édifice qui est une expression du style néo-Queen Anne,53.194989,-105.751598
112,Kicking Horse Pass,Col Kicking Horse,Highway 1 - Trans-Canada Highway,"on a large boulder, Spiral Tunnels Lookout",Yoho National Park of Canada,British Columbia,"Traversed by Palliser expedition, 1857-60; adopted by Canadian Pacific Railway as their new route through the Rockies, 1881","Franchi par l'expédition Palliser (1857-1860); le Canadien Pacifique l'adopta pour sa route à travers les Rocheuses, 1881",51.4312,-116.40386
1891,Kiix?in Village and Fortress,Village et forteresse de Kiix?in,<Null>,<Null>,Pacific Rim National Park Reserve of Canada,British Columbia,Archaeological sites of First Nations village and fortress with significant architectural remains,Sites archéologiques du village et de la forteresse autochtone comportant des vestiges architecturaux importants,48.813394,-125.176353
324,King's College,King's College,1 College Street,in Chapel on King's College grounds,Windsor,Nova Scotia,"Anglican college, 1789-1923","Emplacement d'un collège anglican, 1789-1923",44.983898,-64.135984
403,Kingston City Hall,Hôtel de ville de Kingston,216 Ontario Street,<Null>,Kingston,Ontario,Landmark Neoclassical civic building on waterfront,Célèbre édifice public de style néo-classique qui s'élève à proximité du bord de l'eau,44.22998,-76.480423
404,Kingston Customs House,Édifice de la douane de Kingston,294 King Street East,<Null>,Kingston,Ontario,"Elegant Italianate customs house, 1856-59","Élégant édifice des douanes, spécimen du style à l'italienne, construit en (1856-1859)",44.229574,-76.48207
405,Kingston Dry Dock,Cale sèche de Kingston,55 Ontario Street,<Null>,Kingston,Ontario,"Important port and ship building centre on the Great Lakes, built in 1890; World War II corvettes made here","Un des plus grands centres maritimes dt chantiers navals des Grands Lacs, (1890); Corvettes ayant servi pendant la Seconde Guerre mondiale",44.224854,-76.482991
1763,Kingston Fortifications,Fortifications de Kingston,211 Ontario Street,Confederation Park opposite City Hall,Kingston,Ontario,Protection for the Royal Naval Dockyard and the entrance to the Rideau Canal; War of 1812,Protégeaient le chantier naval royal pendant la guerre de 1812; entrée du canal Rideau,44.230971,-76.459676
872,Kingston General Hospital,Hôpital général de Kingston,76 Stuart Street,<Null>,Kingston,Ontario,Oldest public hospital in operation in Canada,Le plus vieil hôpital général encore en service au Canada,44.224517,-76.492817
407,Kingston Navy Yard,Chantier naval de Kingston,Royal Military College,On a stand in front of Old Stone Frigate building on grounds of Royal Military College,Kingston,Ontario,"Centre of British naval power on Lake Ontario, first for the Provincial Marine on Lake Ontario 1789-1813; administered by the Admiralty till its closure in 1853; War of 1812",Une station navale qui a d'abord servi à la Marine provinciale sur le lac Ontario de 1789 à 1813; a ensuite été placée sous l'autorité de l'Amirauté jusqu'à sa fermeture en 1853,44.229567,-76.46665
408,Kingston Penitentiary,Pénitencier de Kingston,440 King Street West,<Null>,Kingston,Ontario,"Oldest penitentiary in Canada, begun in 1834",Le plus vieil établissement pénitentiaire au Canada; mis en chantier en 1834,44.219712,-76.513607
61,Kitselas Canyon,Canyon Kitselas,<Null>,<Null>,Kitselas,British Columbia,Remains of 2 aboriginal villages and petroglyphs,Vestiges de deux villages autochtones et pétroglyphes,54.607292,-128.426964
336,Kittigazuit Archaeological Sites,Sites archéologiques de Kittigazuit,<Null>,<Null>,Kittigazuit,Northwest Territories,"Beluga hunting, Kittegaryumiut and Mackenzie Delta; largest seasonal gathering of Inuit known in the Canadian Arctic","Pêche au béluga, bande des Kittegaryumiut, dans le delta du Mackenzie; plus grand lieu de rassemblement saisonnier des Inuits dont on connaisse l'existence dans l'Arctique canadien",69.344159,-133.706953
64,Kitwankul,Kitwankul,<Null>,<Null>,Gitanyow,British Columbia,Typical Gitksan village important for its surviving monumental art and as a ceremonial centre shared by peoples of the Nass and Skeena Rivers,Village typique des Gitksans où l'on exerce encore un art monumental et qui est un centre cérémoniel partagé par les habitants des régions des rivières Nass et Skeena,55.263571,-128.061983
2017,Knaut-Rhuland House,Maison Knaut Rhuland,123 Pelham Street,<Null>,Lunenburg,Nova Scotia,"Example of British classicism applied to a residence by virtue of its precise, harmonious design and rich detail",Spécimen du classicisme britannique parmi les mieux préservés en raison de la précision et de l'harmonie des lignes architecturales et de la richesse des détails,44.376838,-64.309207
337,Kodlunarn Island,Île Kodlunarn,<Null>,<Null>,"Kodlunarn Island, Frobisher Bay",Nunavut,"Martin Frobisher habitation and iron smelting, 1576-1578",Maison de Martin Frobisher et fonderie (1576-1578),62.818056,-65.429729
57,Kootenae House,Kootenae House,Westside Road,2km north,Invermere,British Columbia,"North West Company post, 1807-12; first trading post in the Columbia Basin",Emplacement d'un poste de la compagnie du nord-ouest (1807-1812); ce poste de traite a été le premier à voir le jour dans le bassin du Columbia,50.526683,-116.045392
2083,L.M. Montgomery's Cavendish,Cavendish de L.M. Montgomery,Route 6,"on brick cairn, Cavendish",Prince Edward Island National Park of Canada,Prince Edward Island,Intimately associated with Lucy Maud Montgomery's formative years and early productive career,Étroitement associé aux années de formation de Lucy Maud Montgomery et à ses débuts dans la carrière d'écrivain,46.489296,-63.377296
2063,La Corne Nursing Station,Dispensaire de La Corne,339 Route 111,<Null>,La Corne,Quebec,"Best extant example of the network of dispensary-residences established by the ""Service medical aux colons""",Exemple le plus représentatif du réseau de dispensaires - résidences institué par le Service médical aux colons,48.357332,-77.995773
2329,La Fabrique,La Fabrique,"255-295, boulevard Charest Est",<Null>,Québec,Quebec,"Representative of the resilience and flexibility of Victorian and early 20th-century industrial buildings, many of which evolved over time to changing requirements","Représente bien la capacité d'adaptation des bâtiments industriels de la période victorienne et du début du xxe siècle; en effet, bon nombre d'entre eux ont subi des transformations avec le temps",46.812567,-71.226087
2162,La Malbaie Historic District,Arrondissement historique de La Malbaie,181 Richelieu Street,Manoir Richelieu,La Malbaie - Pointe-au-Pic,Quebec,"One of the oldest ""villégiature"" areas in Canada","Un des plus anciens lieux de ""villégiature"" au Canada",47.620551,-70.145517
2062,Lac Ste. Anne Pilgrimage,Pèlerinage du lac Ste. Anne,<Null>,<Null>,Lac Ste. Anne,Alberta,"Important place of social, cultural and spiritual rejuvenation, important aspects of the traditional summer gathering","Important lieu de régénération sociale, culturelle et spirituelle, trois dimensions importantes du rassemblement estival traditionnel",53.689497,-114.43309
636,Lachine Canal,Canal de Lachine,711 Saint Joseph Boulevard,"On Monk Island, facing the reception centre, Lachine",Montréal,Quebec,"Operational canal; five locks, railway / road bridges",Canal ouvert à la navigation; comportait 5 écluses ainsi que des ponts ferroviaires et routiers,45.431028,-73.670554
1784,Lachine Canal Manufacturing Complex,Complexe manufacturier du canal de Lachine,<Null>,<Null>,Montréal,Quebec,"Manufacturing/industrial complex, especially from 1880 to 1940; 41 establishments-12 production groups","Complexe manufacturier/industriel, principalement de 1880 à 1940; 41 établissements - 12 groupes manufacturiers",45.486319,-73.562754
1848,Ladies' Seminary,Ladies' Seminary,<Null>,Acadia University,Wolfville,Nova Scotia,Represents the earliest phase of Women's higher education; 1878,Illustre la première phase de l'éducation supérieure des femmes; 1878,45.088801,-64.366095
468,Langevin Block,Édifice Langevin,50-80 Wellington Street,<Null>,Ottawa,Ontario,"Fine Second Empire building for expanding federal government, 1883-89",Bel édifice de style Second Empire construit pour répondre aux besoins accrus du gouvernement fédéderal (1883-1889),45.42354,-75.697151
425,Lansdowne Iron Works,Forges de Lansdowne,County Rd. 33 - 50 m west of Lyndhurst Bridge at Cook Street,<Null>,Lyndhurst,Ontario,"First Ontario iron smelting from local ore, 1801-12",Première usine en Ontario où était fondu du minerai local (1801-12),44.549303,-76.126102
232,L'Anse Amour,L'Anse Amour,<Null>,"Mounted in a wooden frame, beside road next to burial ground",L'Anse-Amour,Newfoundland and Labrador,"Burial site, Maritime Archaic culture; features the earliest known funeral monument in the New World, created between 6100 and 6600 B.C.","Sépultures, culture archaïque des Maritimes; on y trouve le plus ancien monument funéraire connu du Nouveau Monde, qui remonte à une période située entre 6100 et 6600 avant J.-C.",51.480395,-56.866316
240,L'Anse aux Meadows,L'Anse aux Meadows,11 km north of Saint-Luniare,Plaque is located in interpretive center,St. Anthony,Newfoundland and Labrador,Only authenticated Viking settlement in North America,Seul établissement Viking pour lequel il existe des preuves archéologiques en Amérique du Nord,51.591985,-55.532858
756,Last Mountain Lake Bird Sanctuary,Refuge d'oiseaux de Last Mountain Lake,<Null>,<Null>,Last Mountain Lake,Saskatchewan,"First wildfowl sanctuary in North America, 1887",Première réserve de sauvagine en Amérique du Nord (1887),51.35181,-105.239754
2163,Last Post Fund National Field of Honour,Champ d'honneur national du Fonds du Souvenir,703 Donnacona Street,<Null>,Pointe-Claire,Quebec,"Constitutes a place of remembrance dedicated to the men and women who served under the colours, evoking some two hundred years of Canadian military history","Constitue un lieu de mémoire évocateur dédié aux hommes et aux femmes qui ont servi sous les drapeaux, rappelant quelque deux cents ans d'histoire militaire canadienne",45.443217,-73.836295
471,Laurier House,Maison Laurier,335 Laurier Avenue East,<Null>,Ottawa,Ontario,"Second Empire home, built in 1878, of two prime ministers of Canada, Sir Wilfrid Laurier and William Lyon Mackenzie King","Maison de deux premiers ministres du Canada, sir Wilfrid Laurier et William Lyon Mackenzie King, style Second Empire, 1878",45.427759,-75.677976
598,Le Boutillier Manor,Manoir le Boutillier,578 Griffon Boulevard,<Null>,Anse-au-Griffon,Quebec,"Distinctive Bas-St-Laurent style, circa 1818",Exemple de l'architecture distinctive du Bas Saint-Laurent; maison construite vers 1818,48.932226,-64.30152
1809,Leaskdale Manse,Presbytère de Leaskdale,11909 Concession 7,front yard,Leaskdale,Ontario,"Home of Lucy Maud Montgomery from 1911-26, built circa 1886",Demeure de Lucy Maud Montgomery de 1911 à 1926,44.20325,-79.160633
2018,LeBer-LeMoyne House,Maison LeBer LeMoyne,1 Chemin du Musée,Corner of Chemin du Musée and Saint-Patrick St.,Lachine,Quebec,Oldest known extant buildings associated with Charles Le Moyne and the fur trade during the French Regime,Plus vieux édifices encore debout associés à Charles Le Moyne et au commerce des fourrures sous le Régime français,45.429457,-73.666512
33,Leduc-Woodbend Oilfield,Champ pétrolifère Leduc-Woodbend,Junction of highways 60 & 90,Canadian Petroleum Discovery Center,Leduc,Alberta,Most important oil field in history of Alberta,Le plus important champ de pétrole de l'histoire de l'Alberta,53.329936,-113.72906
361,Leeds and Grenville County Court House,Palais de justice des comtés de Leeds et de Grenville,1 Court House Square,Court House Square,Brockville,Ontario,"Neoclassical colonial court house, 1840s",Palais de justice colonial de style néo-classique construit dans les années 1840,44.59085,-75.685867
1927,Légaré Mill,Moulin Légaré,232-236 Saint-Eustache Street,<Null>,Saint-Eustache,Quebec,Building type erected during the development of seigneuries with the colonial agricultural economy,Type de bâtiment construit à l'époque du développement des seigneuries et de l'économie coloniale basée sur l'agriculture,45.558019,-73.896087
640,Lévis Forts,Forts de Lévis,41 Government Road,<Null>,Lévis,Quebec,Part of Québec fortification system,Ouvrage faisant partie des fortifications de Québec,46.814511,-71.158072
644,Lévis Railway Station (Intercolonial),Gare de l'Intercolonial à Lévis,5995 Saint-Laurent Street,<Null>,Lévis,Quebec,"Terminus of Intercolonial railway from Halifax, 1901",Terminus de la ligne de l'Intercolonial en provenance de Halifax (1901),46.810185,-71.187232
122,Linear Mounds,Monticules Linéaires,17 km south of Melita. Along South Antler Creek,<Null>,Melita,Manitoba,Some of the most spectacular and best-preserved examples of mortuary mounds belonging to the Devil's Lake-Sourisford Burial Complex; from 1000-1200 AD,Tumulus autochtones qui datent de 1000 à 1200 ans après J.-C.,49.116111,-101.019047
2084,Lions Gate Bridge,Pont Lions Gate,"Lions Gate Bridge Road, Highway 1A/99A",<Null>,Vancouver,British Columbia,Outstanding engineering achievement; an undeniable and significant influence on the development of Vancouver,Remarquable ouvrage d'ingénierie; une influence déterminante et incontestable sur le développement de Vancouver,49.315223,-123.138704
634,L'Isle-Verte Court House,Palais de justice de l'Isle-Verte,199 Saint-Jean-Baptiste Street,near west corner of building,L'Isle-Verte,Quebec,"Domestic style court house serving rural area, 1859-60",Palais de justice servant une population rurale; architecture domestique (1859-1860),48.012491,-69.338818
1788,Little Dutch (Deutsch) Church,Église «Little Dutch»,Brunswick at Gerrish Streets,Inset into stone wall beside cemetery,Halifax,Nova Scotia,"Oldest known surviving church in Canada associated with the German-Canadian community, 1756-60",La plus vieille église connue et encore debout au Canada associée à la communauté germano-canadienne (1756-60),44.655756,-63.585771
306,Liverpool Town Hall,Hôtel de ville de Liverpool,221 Main Street,<Null>,Liverpool,Nova Scotia,Dignified regional reflection of a national building type,"Édifice solennel, adaptation régionale d'un modèle national",44.038761,-64.715277
1908,Louis Bertrand House,Maison Louis-Bertrand,168 Saint-Jean-Baptiste Street,In front of house,L'Isle-Verte,Quebec,"Outstanding example of a ""maison québecoise"" influenced by the Neoclassical style, 1853",Exemple remarquable de maison québécoise d'influence néo-classique (1853),48.013584,-69.337701
617,Louis S. St. Laurent,Louis S. St-Laurent,6 Principale Street South,<Null>,Compton,Quebec,"Childhood home of Louis S. St. Laurent, Prime Minister of Canada, 1948-57","Maison d'enfance de Louis S. St-Laurent, premier ministre du Canada (1948-1957)",45.242191,-71.826126
655,Louis-Joseph Papineau,Louis Joseph Papineau,440 Bonsecours Street,<Null>,Montréal,Quebec,"Stone house built in 1785, associated with Louis-Joseph Papineau","Maison en pierre construite en 1785, habitée de façon intermittente par Louis-Joseph Papineau",45.509875,-73.551725
131,Lower Fort Garry,Lower Fort Garry,Highway 9,Near entrance to Lower Fort Garry NHSC visitors centre,Selkirk,Manitoba,"Major centre in 19th-century fur trade, Hudson's Bay Company","Important centre du commerce des fourrures au XIXe siècle, Compagnie de la Baie d'Hudson",50.109699,-96.935293
205,Loyalist House,Maison loyaliste,120 Union Street,<Null>,Saint John,New Brunswick,New England-influenced architecture; residence built circa 1820,Résidence construite vers 1820; style qui s'inspire de l'architecture de la Nouvelle-Angleterre,45.274553,-66.061222
693,Loyola House / National School Building,Maison Loyola / Édifice de l'École nationale,27½-35 d'Auteuil Street,<Null>,Québec,Quebec,"Earliest Gothic Revival public building in Canada, 1824","Édifice public de style néo-gothique le plus ancien au Canada, 1824",46.81241,-71.212434
310,Lunenburg Academy,Académie de Lunenburg,101 Kaulback Street,<Null>,Lunenburg,Nova Scotia,Rare survivor from Nova Scotia's 19th-century academy system; Second Empire style; 1849,"Une des rares académies néo-écossaises du XIXe siècle qui existent encore; style Second Empire, (1849)",44.380169,-64.313819
520,Lynnwood / Campbell-Reid House,Lynnwood / maison Campbell-Reid,21 Lynnwood Avenue,Mounted on wall of Lynnwood Arts Centre,Simcoe,Ontario,Mid 19th-century Neoclassical residence,Résidence de style néo-classique du milieu du XIXe siècle,42.837967,-80.303167
498,Macdonell-Williamson House,Maison Macdonell-Williamson,25 Outaouais Road,<Null>,Chute à Blondeau / Pointe-Fortune,Ontario,"Stone Palladian residence of prominent fur trader, 1817-19",Maison palladienne en pierre d'un éminent marchand de fourrures (1817-1819),45.563767,-74.382933
1481,Madeleine de Verchères,Madeleine de Verchères,corner of Madeleine and Marie-Victorin Streets / Highway 132,<Null>,Verchères,Quebec,Defended the Family Fort in Verchères from attacking Iroquois in 1692,A défendu le fort familial à Verchères contre les Iroquois en 1692,45.777921,-73.357019
695,Maillou House,Maison Maillou,17 Saint-Louis Street,On wall of house,Québec,Quebec,"Fine example of 18th-century Quebec town architecture, 1736",Bel exemple de l'architecture de Québec au XVIIIe siècle (1736),46.81202,-71.206336
651,Maison Cartier,Maison Cartier,407-413 Place Jacques-Cartier,<Null>,Montréal,Quebec,"Urban building design of period, 1812-13","Édifice construit en 1812-1813, exemple de l'architecture urbaine de l'époque",45.507926,-73.552639
2237,Maison Gabrielle-Roy,Maison Gabrielle-Roy,375 Deschambault Street,<Null>,St. Boniface,Manitoba,Heart of a vibrant world of people and events that deeply inspired her writing,A été le centre d'un univers de personnages et d'événements marquants qui ont profondément inspiré son œuvre; 1909-1937,49.890234,-97.111052
2148,Maison Saint-Gabriel,Maison Saint-Gabriel,2146 Dublin Place,<Null>,Montréal,Quebec,Exceptional example of rural architecture of the French Regime; home to the sisters of the Congrégation de Notre-Dame,Exemple exceptionnel de l'architecture rurale du Régime français; l'habitation de religieuses de la Congrégation de Notre-Dame,45.475995,-73.556021
107,Malahat Building / Old Victoria Custom House,Édifice Malahat / ancien édifice de la douane de Victoria,1002 Wharf Street,<Null>,Victoria,British Columbia,First Victoria custom house; 1873-76; Second Empire style,Premier édifice des douanes de Victoria (1873-1876); style Second Empire,48.424298,-123.369755
237,Mallard Cottage,Cottage Mallard,2 Barrows Road,<Null>,St. John's,Newfoundland and Labrador,"Vernacular building by Irish immigrants, circa 1820-40","Édifice vernaculaire construit par des immigrants irlandais, 1820-1840",47.581804,-52.678288
